Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
filterType = filtername,Chrome 121.0.0.0,,,09-02-2024 23:11:41,09-02-2024 23:11:41,0.000s,PASSED
switch (filterType),Chrome 121.0.0.0,,,09-02-2024 23:11:41,09-02-2024 23:11:43,2.774s,PASSED
delay(5),Chrome 121.0.0.0,,,09-02-2024 23:11:43,09-02-2024 23:11:48,5.012s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,09-02-2024 23:11:48,09-02-2024 23:11:49,0.174s,PASSED
,,,,,,,
Test Cases/1. Positive test case/5 Filter item (switch-case),Chrome 121.0.0.0,pengujian menambahkan 1 item kedalam chart,,09-02-2024 23:11:49,09-02-2024 23:12:05,16.214s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,09-02-2024 23:11:49,09-02-2024 23:11:49,0.647s,PASSED
"navigateToUrl(""https://advantageonlineshopping.com/"")",Chrome 121.0.0.0,,,09-02-2024 23:11:49,09-02-2024 23:11:52,2.616s,PASSED
"click(findTestObject(""Object Repository/Fitur Filter 2/div_SPEAKERS                        Shop Now""))",Chrome 121.0.0.0,,,09-02-2024 23:11:52,09-02-2024 23:11:56,4.066s,PASSED
filterType = filtername,Chrome 121.0.0.0,,,09-02-2024 23:11:56,09-02-2024 23:11:56,0.000s,PASSED
switch (filterType),Chrome 121.0.0.0,,,09-02-2024 23:11:56,09-02-2024 23:12:00,3.627s,PASSED
delay(5),Chrome 121.0.0.0,,,09-02-2024 23:12:00,09-02-2024 23:12:05,5.016s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,09-02-2024 23:12:05,09-02-2024 23:12:05,0.222s,PASSED
,,,,,,,
Test Cases/1. Positive test case/6 Add to Chart (switch-case),Chrome 121.0.0.0,Pengujian memasukan 5 item berbeda pada web,,09-02-2024 23:12:05,09-02-2024 23:12:46,41.058s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,09-02-2024 23:12:05,09-02-2024 23:12:06,0.706s,PASSED
"navigateToUrl(""https://advantageonlineshopping.com/"")",Chrome 121.0.0.0,,,09-02-2024 23:12:06,09-02-2024 23:12:08,2.548s,PASSED
"click(findTestObject(""Object Repository/fitur add to chart/a_My account                        My orde_124641""))",Chrome 121.0.0.0,,,09-02-2024 23:12:08,09-02-2024 23:12:13,4.375s,PASSED
"setText(findTestObject(""Object Repository/fitur add to chart/input_OR_username""), ""yudhatesting"")",Chrome 121.0.0.0,,,09-02-2024 23:12:13,09-02-2024 23:12:14,0.980s,PASSED
"setEncryptedText(findTestObject(""Object Repository/fitur add to chart/input_Username_password""), ""VjyC/is+sZNhzZxZ8kSNJw=="")",Chrome 121.0.0.0,,,09-02-2024 23:12:14,09-02-2024 23:12:15,1.186s,PASSED
"click(findTestObject(""Object Repository/fitur add to chart/button_SIGN IN""))",Chrome 121.0.0.0,,,09-02-2024 23:12:15,09-02-2024 23:12:15,0.546s,PASSED
"click(findTestObject(""Object Repository/fitur add to chart/div_LAPTOPS                        Shop Now""))",Chrome 121.0.0.0,,,09-02-2024 23:12:15,09-02-2024 23:12:34,18.467s,PASSED
laptopType = datalaptop,Chrome 121.0.0.0,,,09-02-2024 23:12:34,09-02-2024 23:12:34,0.001s,PASSED
switch (laptopType),Chrome 121.0.0.0,,,09-02-2024 23:12:34,09-02-2024 23:12:40,6.338s,PASSED
"click(findTestObject(""Object Repository/fitur add to chart/a_3""))",Chrome 121.0.0.0,,,09-02-2024 23:12:40,09-02-2024 23:12:41,0.585s,PASSED
delay(5),Chrome 121.0.0.0,,,09-02-2024 23:12:41,09-02-2024 23:12:46,5.020s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,09-02-2024 23:12:46,09-02-2024 23:12:46,0.220s,PASSED
,,,,,,,
Test Cases/1. Positive test case/6 Add to Chart (switch-case),Chrome 121.0.0.0,Pengujian memasukan 5 item berbeda pada web,,09-02-2024 23:12:46,09-02-2024 23:13:18,31.965s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,09-02-2024 23:12:46,09-02-2024 23:12:47,0.771s,PASSED
"navigateToUrl(""https://advantageonlineshopping.com/"")",Chrome 121.0.0.0,,,09-02-2024 23:12:47,09-02-2024 23:12:49,2.488s,PASSED
"click(findTestObject(""Object Repository/fitur add to chart/a_My account                        My orde_124641""))",Chrome 121.0.0.0,,,09-02-2024 23:12:49,09-02-2024 23:12:53,3.726s,PASSED
"setText(findTestObject(""Object Repository/fitur add to chart/input_OR_username""), ""yudhatesting"")",Chrome 121.0.0.0,,,09-02-2024 23:12:53,09-02-2024 23:12:54,1.020s,PASSED
"setEncryptedText(findTestObject(""Object Repository/fitur add to chart/input_Username_password""), ""VjyC/is+sZNhzZxZ8kSNJw=="")",Chrome 121.0.0.0,,,09-02-2024 23:12:54,09-02-2024 23:12:55,1.166s,PASSED
"click(findTestObject(""Object Repository/fitur add to chart/button_SIGN IN""))",Chrome 121.0.0.0,,,09-02-2024 23:12:55,09-02-2024 23:12:56,0.553s,PASSED
"click(findTestObject(""Object Repository/fitur add to chart/div_LAPTOPS                        Shop Now""))",Chrome 121.0.0.0,,,09-02-2024 23:12:56,09-02-2024 23:12:58,1.983s,PASSED
laptopType = datalaptop,Chrome 121.0.0.0,,,09-02-2024 23:12:58,09-02-2024 23:12:58,0.001s,PASSED
switch (laptopType),Chrome 121.0.0.0,,,09-02-2024 23:12:58,09-02-2024 23:13:12,14.408s,PASSED
"click(findTestObject(""Object Repository/fitur add to chart/a_3""))",Chrome 121.0.0.0,,,09-02-2024 23:13:12,09-02-2024 23:13:13,0.594s,PASSED
delay(5),Chrome 121.0.0.0,,,09-02-2024 23:13:13,09-02-2024 23:13:18,5.006s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,09-02-2024 23:13:18,09-02-2024 23:13:18,0.223s,PASSED
,,,,,,,
Test Cases/1. Positive test case/6 Add to Chart (switch-case),Chrome 121.0.0.0,Pengujian memasukan 5 item berbeda pada web,,09-02-2024 23:13:18,09-02-2024 23:13:41,23.420s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,09-02-2024 23:13:18,09-02-2024 23:13:19,0.699s,PASSED
"navigateToUrl(""https://advantageonlineshopping.com/"")",Chrome 121.0.0.0,,,09-02-2024 23:13:19,09-02-2024 23:13:21,2.508s,PASSED
"click(findTestObject(""Object Repository/fitur add to chart/a_My account                        My orde_124641""))",Chrome 121.0.0.0,,,09-02-2024 23:13:21,09-02-2024 23:13:25,3.771s,PASSED
"setText(findTestObject(""Object Repository/fitur add to chart/input_OR_username""), ""yudhatesting"")",Chrome 121.0.0.0,,,09-02-2024 23:13:25,09-02-2024 23:13:26,1.026s,PASSED
"setEncryptedText(findTestObject(""Object Repository/fitur add to chart/input_Username_password""), ""VjyC/is+sZNhzZxZ8kSNJw=="")",Chrome 121.0.0.0,,,09-02-2024 23:13:26,09-02-2024 23:13:27,1.134s,PASSED
"click(findTestObject(""Object Repository/fitur add to chart/button_SIGN IN""))",Chrome 121.0.0.0,,,09-02-2024 23:13:27,09-02-2024 23:13:28,0.570s,PASSED
"click(findTestObject(""Object Repository/fitur add to chart/div_LAPTOPS                        Shop Now""))",Chrome 121.0.0.0,,,09-02-2024 23:13:28,09-02-2024 23:13:32,4.381s,PASSED
laptopType = datalaptop,Chrome 121.0.0.0,,,09-02-2024 23:13:32,09-02-2024 23:13:32,0.000s,PASSED
switch (laptopType),Chrome 121.0.0.0,,,09-02-2024 23:13:32,09-02-2024 23:13:32,0.006s,PASSED
"click(findTestObject(""Object Repository/fitur add to chart/a_3""))",Chrome 121.0.0.0,,,09-02-2024 23:13:32,09-02-2024 23:13:36,4.119s,PASSED
delay(5),Chrome 121.0.0.0,,,09-02-2024 23:13:36,09-02-2024 23:13:41,5.009s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,09-02-2024 23:13:41,09-02-2024 23:13:41,0.174s,PASSED
